path	node	rank
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Chordata;Vertebrata;Gnathostomata;Chondrichthyes;Elasmobranchii;Squalimorphii;	Squalimorphii	superorder
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Chordata;Vertebrata;Gnathostomata;Chondrichthyes;Holocephali;	Holocephali	subclass
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Chordata;Vertebrata;Gnathostomata;Chondrichthyes;Holocephali;Chimaeriformes;	Chimaeriformes	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Chordata;Vertebrata;Gnathostomata;Euteleostomi;	Euteleostomi	infraphylum
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Chordata;Vertebrata;Gnathostomata;Euteleostomi;Actinopterygii;	Actinopterygii	class
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Chordata;Vertebrata;Gnathostomata;Euteleostomi;Actinopterygii;Chondrostei;	Chondrostei	subclass
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Chordata;Vertebrata;Gnathostomata;Euteleostomi;Actinopterygii;Chondrostei;Acipenseriformes;	Acipenseriformes	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Chordata;Vertebrata;Gnathostomata;Euteleostomi;Actinopterygii;Neopterygii;	Neopterygii	subclass
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Chordata;Vertebrata;Gnathostomata;Euteleostomi;Actinopterygii;Neopterygii;Amiiformes;	Amiiformes	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Chordata;Vertebrata;Gnathostomata;Euteleostomi;Actinopterygii;Neopterygii;Semionotiformes;	Semionotiformes	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Chordata;Vertebrata;Gnathostomata;Euteleostomi;Actinopterygii;Neopterygii;Teleostei;	Teleostei	infraclass
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Chordata;Vertebrata;Gnathostomata;Euteleostomi;Actinopterygii;Neopterygii;Teleostei;Albuliformes;	Albuliformes	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Chordata;Vertebrata;Gnathostomata;Euteleostomi;Actinopterygii;Neopterygii;Teleostei;Anguilliformes;	Anguilliformes	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Chordata;Vertebrata;Gnathostomata;Euteleostomi;Actinopterygii;Neopterygii;Teleostei;Elopiformes;	Elopiformes	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Chordata;Vertebrata;Gnathostomata;Euteleostomi;Actinopterygii;Polypteriformes;	Polypteriformes	subclass
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Chordata;Vertebrata;Gnathostomata;Euteleostomi;Sarcopterygii;	Sarcopterygii	class
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Chordata;Vertebrata;Gnathostomata;Euteleostomi;Sarcopterygii;Coelacanthiformes;	Coelacanthiformes	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Chordata;Vertebrata;Gnathostomata;Euteleostomi;Sarcopterygii;Dipnoi;	Dipnoi	subclass
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Chordata;Vertebrata;Gnathostomata;Euteleostomi;Sarcopterygii;Dipnoi;Lepidosireniformes;	Lepidosireniformes	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Chordata;Vertebrata;Gnathostomata;Euteleostomi;Tetrapoda;	Tetrapoda	superclass
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Chordata;Vertebrata;Gnathostomata;Euteleostomi;Tetrapoda;Amphibia;	Amphibia	class
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Chordata;Vertebrata;Gnathostomata;Euteleostomi;Tetrapoda;Aves;	Aves	class
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Chordata;Vertebrata;Gnathostomata;Euteleostomi;Tetrapoda;Crocodylia;	Crocodylia	class
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Chordata;Vertebrata;Gnathostomata;Euteleostomi;Tetrapoda;Lepidosauria;	Lepidosauria	class
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Chordata;Vertebrata;Gnathostomata;Euteleostomi;Tetrapoda;Mammalia;	Mammalia	class
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Chordata;Vertebrata;Gnathostomata;Euteleostomi;Tetrapoda;Reptilia;	Reptilia	class
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Cycliophora;	Cycliophora	phylum
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Cycliophora;Symbiida;	Symbiida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Echinodermata;	Echinodermata	phylum
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Echinodermata;Asteroidea;	Asteroidea	class
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Echinodermata;Crinoidea;	Crinoidea	class
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Echinodermata;Echinoidea;	Echinoidea	class
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Echinodermata;Holothuroidea;	Holothuroidea	class
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Echinodermata;Ophiuroidea;	Ophiuroidea	class
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Entoprocta;	Entoprocta	phylum
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Entoprocta;Coloniales;	Coloniales	class
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Entoprocta;Coloniales;Barentsiidae;	Barentsiidae	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Entoprocta;Coloniales;Pedicellinidae;	Pedicellinidae	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Entoprocta;Solitaria;	Solitaria	class
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Entoprocta;Solitaria;Loxosomatidae;	Loxosomatidae	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Gastrotricha;	Gastrotricha	phylum
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Gastrotricha;Chaetonotida;	Chaetonotida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Gastrotricha;Chaetonotida;Chaetonotidae;	Chaetonotidae	family
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Gastrotricha;Macrodasyida;	Macrodasyida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Gastrotricha;Macrodasyida;Lepidodasyidae;	Lepidodasyidae	family
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Gastrotricha;Macrodasyida;Macrodasyidae;	Macrodasyidae	family
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Gnathostomulida;	Gnathostomulida	phylum
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Gnathostomulida;Bursovaginoidea;	Bursovaginoidea	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Gnathostomulida;Bursovaginoidea;Gnathostomulidae;	Gnathostomulidae	family
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Gnathostomulida;Bursovaginoidea;Mesognathariidae;	Mesognathariidae	family
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Gnathostomulida;Bursovaginoidea;Onychognathiidae;	Onychognathiidae	family
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Gnathostomulida;Bursovaginoidea;Problognathiidae;	Problognathiidae	family
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Gnathostomulida;Bursovaginoidea;Pterognathiidae;	Pterognathiidae	family
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Gnathostomulida;Bursovaginoidea;Rastrognathiidae;	Rastrognathiidae	family
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Gnathostomulida;Filospermoidea;	Filospermoidea	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Hemichordata;	Hemichordata	phylum
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Hemichordata;Enteropneusta;	Enteropneusta	class
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Hemichordata;Enteropneusta;Harrimaniidae;	Harrimaniidae	family
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Hemichordata;Enteropneusta;Ptychoderidae;	Ptychoderidae	family
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Hemichordata;Enteropneusta;Saxipendiidae;	Saxipendiidae	family
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Hemichordata;Enteropneusta;Spengelidae;	Spengelidae	family
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Hemichordata;Graptolithoidea;	Graptolithoidea	class
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Hemichordata;Graptolithoidea;Cephalodiscidae;	Cephalodiscidae	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Micrognathozoa;	Micrognathozoa	phylum
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Micrognathozoa;Limnognathia;	Limnognathia	genus
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Mollusca;	Mollusca	phylum
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Mollusca;Bivalvia;	Bivalvia	class
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Mollusca;Bivalvia;Anomalodesmata;	Anomalodesmata	subclass
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Mollusca;Bivalvia;Anomalodesmata;Pholadomyoida;	Pholadomyoida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Mollusca;Bivalvia;Heteroconchia;	Heteroconchia	subclass
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Mollusca;Bivalvia;Heteroconchia;Myoida;	Myoida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Mollusca;Bivalvia;Heteroconchia;Veneroida;	Veneroida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Mollusca;Bivalvia;Palaeoheterodonta;	Palaeoheterodonta	subclass
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Mollusca;Bivalvia;Palaeoheterodonta;Trigonioida;	Trigonioida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Mollusca;Bivalvia;Palaeoheterodonta;Unionoida;	Unionoida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Mollusca;Bivalvia;Protobranchia;	Protobranchia	subclass
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Mollusca;Bivalvia;Protobranchia;Nuculanoida;	Nuculanoida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Mollusca;Bivalvia;Protobranchia;Nuculoida;	Nuculoida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Mollusca;Bivalvia;Protobranchia;Solemyoida;	Solemyoida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Mollusca;Bivalvia;Pteriomorphia;	Pteriomorphia	subclass
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Mollusca;Bivalvia;Pteriomorphia;Arcoida;	Arcoida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Mollusca;Bivalvia;Pteriomorphia;Limoida;	Limoida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Mollusca;Bivalvia;Pteriomorphia;Mytiloida;	Mytiloida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Mollusca;Bivalvia;Pteriomorphia;Ostreoida;	Ostreoida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Mollusca;Bivalvia;Pteriomorphia;Pectinoida;	Pectinoida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Mollusca;Bivalvia;Pteriomorphia;Pterioida;	Pterioida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Mollusca;Caudofoveata;	Caudofoveata	class
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Mollusca;Caudofoveata;Chaetodermatida;	Chaetodermatida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Mollusca;Caudofoveata;Limifossorimorpha;	Limifossorimorpha	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Mollusca;Cephalopoda;	Cephalopoda	class
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Mollusca;Cephalopoda;Coleoidea;	Coleoidea	subclass
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Mollusca;Cephalopoda;Coleoidea;Decapodiformes;	Decapodiformes	superorder
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Mollusca;Cephalopoda;Coleoidea;Decapodiformes;Sepiida;	Sepiida	family
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Mollusca;Cephalopoda;Coleoidea;Decapodiformes;Sepiolida;	Sepiolida	family
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Mollusca;Cephalopoda;Coleoidea;Decapodiformes;Teuthida;	Teuthida	family
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Mollusca;Cephalopoda;Coleoidea;Octopodiformes;	Octopodiformes	superorder
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Mollusca;Cephalopoda;Coleoidea;Octopodiformes;Vampyromorpha;	Vampyromorpha	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Mollusca;Gastropoda;	Gastropoda	class
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Mollusca;Gastropoda;Caenogastropoda;	Caenogastropoda	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Mollusca;Gastropoda;Cucculiniformia;	Cucculiniformia	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Mollusca;Gastropoda;Heterobranchia;	Heterobranchia	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Mollusca;Gastropoda;Neritimorpha;	Neritimorpha	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Mollusca;Gastropoda;Vetigastropoda;	Vetigastropoda	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Mollusca;Monoplacophora;	Monoplacophora	class
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Mollusca;Monoplacophora;Tryblidiida;	Tryblidiida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Mollusca;Monoplacophora;Tryblidiida;Neopilinidae;	Neopilinidae	family
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Mollusca;Polyplacophora;	Polyplacophora	class
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Mollusca;Polyplacophora;Neoloricata;	Neoloricata	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Mollusca;Scaphopoda;	Scaphopoda	class
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Mollusca;Scaphopoda;Dentaliida;	Dentaliida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Mollusca;Scaphopoda;Gadilida;	Gadilida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;	Nematoda	phylum
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;	Chromadorea	class
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Araeolaimida;	Araeolaimida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Ascaridida;	Ascaridida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Chromadorida;	Chromadorida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Desmodorida;	Desmodorida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Desmoscolecida;	Desmoscolecida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Diplogasterida;	Diplogasterida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Haliplectidae;	Haliplectidae	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Monhysterida;	Monhysterida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Oxyurida;	Oxyurida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;	Rhabditida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhigonematida;	Rhigonematida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Spirurida;	Spirurida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Tylenchida;	Tylenchida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Enoplea;	Enoplea	class
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Enoplea;Dorylaimia;	Dorylaimia	subclass
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Enoplea;Dorylaimia;Dioctophymatoidea;	Dioctophymatoidea	superfamily
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Enoplea;Dorylaimia;Dorylaimida;	Dorylaimida	superfamily
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Enoplea;Dorylaimia;Mermithida;	Mermithida	superfamily
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Enoplea;Dorylaimia;Mononchida;	Mononchida	superfamily
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Enoplea;Dorylaimia;Trichocephalida;	Trichocephalida	superfamily
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Enoplea;Enoplia;	Enoplia	subclass
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Enoplea;Enoplia;Enoplida;	Enoplida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Enoplea;Enoplia;Triplonchida;	Triplonchida	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematomorpha;	Nematomorpha	phylum
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematomorpha;Gordioida;	Gordioida	class
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematomorpha;Gordioida;Chordodea;	Chordodea	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematomorpha;Gordioida;Gordea;	Gordea	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematomorpha;Nectonematoida;	Nectonematoida	class
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematomorpha;Nectonematoida;Nectonematoidea;	Nectonematoidea	superfamily
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nemertea;	Nemertea	phylum
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nemertea;Anopla;	Anopla	class
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nemertea;Anopla;Heteronemertea;	Heteronemertea	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nemertea;Anopla;Paleonemertea;	Paleonemertea	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nemertea;Enopla;	Enopla	class
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nemertea;Enopla;Bdellonemertea;	Bdellonemertea	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nemertea;Enopla;Hoplonemertea;	Hoplonemertea	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nemertea;Enopla;Monostilifera;	Monostilifera	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nemertea;Enopla;Polystilifera;	Polystilifera	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Onychophora;	Onychophora	phylum
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Onychophora;Udeonycophora;	Udeonycophora	class
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Onychophora;Udeonycophora;Euonycophora;	Euonycophora	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Onychophora;Udeonycophora;Euonycophora;Peripatopsidae;	Peripatopsidae	family
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;	Platyhelminthes	phylum
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Catenulida;	Catenulida	class
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Catenulida;Catenulidae;	Catenulidae	family
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Catenulida;Stenostomidae;	Stenostomidae	family
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Cestoda;	Cestoda	class
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Cestoda;Cestodaria;	Cestodaria	subclass
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Cestoda;Cestodaria;Amphilinidea;	Amphilinidea	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Cestoda;Cestodaria;Gyrocotylidea;	Gyrocotylidea	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Cestoda;Eucestoda;	Eucestoda	subclass
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Cestoda;Eucestoda;Bothriocephalidea;	Bothriocephalidea	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Cestoda;Eucestoda;Caryophyllidea;	Caryophyllidea	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Cestoda;Eucestoda;Cathetocephalidea;	Cathetocephalidea	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Cestoda;Eucestoda;Cyclophyllidea;	Cyclophyllidea	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Cestoda;Eucestoda;Diphyllidea;	Diphyllidea	order
Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Platyhelminthes;Cestoda;Eucestoda;Diphyllobothriidea;	Diphyllobothriidea	order
