path	node	rank
Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;MKCST-A3;	MKCST-A3	family
Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Picrophilaceae;	Picrophilaceae	family
Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Picrophilaceae;Picrophilus;	Picrophilus	genus
Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;pMC2A24;	pMC2A24	family
Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Terrestrial Miscellaneous Gp(TMEG);	Terrestrial Miscellaneous Gp(TMEG)	family
Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Thermoplasmataceae;	Thermoplasmataceae	family
Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Thermoplasmataceae;Thermoplasma;	Thermoplasma	genus
Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Thermoplasmatales Incertae Sedis;	Thermoplasmatales Incertae Sedis	family
Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Thermoplasmatales Incertae Sedis;Candidatus Methanogranum;	Candidatus Methanogranum	genus
Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Thermoplasmatales Incertae Sedis;Candidatus Methanomethylophilus;	Candidatus Methanomethylophilus	genus
Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Thermoplasmatales Incertae Sedis;Candidatus Methanoplasma;	Candidatus Methanoplasma	genus
Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Thermoplasmatales Incertae Sedis;Methanomassiliicoccus;	Methanomassiliicoccus	genus
Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Thermoplasmatales Incertae Sedis;Thermogymnomonas;	Thermogymnomonas	genus
Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Thp-A-102;	Thp-A-102	family
Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;VC2.1 Arc6;	VC2.1 Arc6	family
Archaea;Euryarchaeota;Thermoplasmata;WCHA1-57;	WCHA1-57	order
Archaea;Euryarchaeota;Thermoplasmata;Z7ME43;	Z7ME43	order
Archaea;Korarchaeota;	Korarchaeota	phylum
Archaea;Korarchaeota;Korarchaeota Incertae Sedis;	Korarchaeota Incertae Sedis	class
Archaea;Korarchaeota;Korarchaeota Incertae Sedis;Unknown Order;	Unknown Order	order
Archaea;Korarchaeota;Korarchaeota Incertae Sedis;Unknown Order;Unknown Family;	Unknown Family	family
Archaea;Korarchaeota;Korarchaeota Incertae Sedis;Unknown Order;Unknown Family;Candidatus Korarchaeum;	Candidatus Korarchaeum	genus
Archaea;Marine Hydrothermal Vent Group 1(MHVG-1);	Marine Hydrothermal Vent Group 1(MHVG-1)	phylum
Archaea;Marine Hydrothermal Vent Group 2(MHVG-2);	Marine Hydrothermal Vent Group 2(MHVG-2)	phylum
Archaea;Marine Hydrothermal Vent Group(MHVG);	Marine Hydrothermal Vent Group(MHVG)	phylum
Archaea;Miscellaneous Crenarchaeotic Group;	Miscellaneous Crenarchaeotic Group	phylum
Archaea;Miscellaneous Euryarchaeotic Group(MEG);	Miscellaneous Euryarchaeotic Group(MEG)	phylum
Archaea;Nanoarchaeota;	Nanoarchaeota	phylum
Archaea;Nanoarchaeota;Nanoarchaeota Incertae Sedis;	Nanoarchaeota Incertae Sedis	class
Archaea;Nanoarchaeota;Nanoarchaeota Incertae Sedis;Unknown Order;	Unknown Order	order
Archaea;Nanoarchaeota;Nanoarchaeota Incertae Sedis;Unknown Order;Unknown Family;	Unknown Family	family
Archaea;Nanoarchaeota;Nanoarchaeota Incertae Sedis;Unknown Order;Unknown Family;Nanoarchaeum;	Nanoarchaeum	genus
Archaea;Nanohaloarchaeota;	Nanohaloarchaeota	phylum
Archaea;Parvarchaeota;	Parvarchaeota	phylum
Archaea;Parvarchaeota;Parvarchaeota Incertae Sedis;	Parvarchaeota Incertae Sedis	class
Archaea;Parvarchaeota;Parvarchaeota Incertae Sedis;Unknown Order;	Unknown Order	order
Archaea;Parvarchaeota;Parvarchaeota Incertae Sedis;Unknown Order;Unknown Family;	Unknown Family	family
Archaea;Parvarchaeota;Parvarchaeota Incertae Sedis;Unknown Order;Unknown Family;Candidatus Micrarchaeum;	Candidatus Micrarchaeum	genus
Archaea;pCIRA-13;	pCIRA-13	phylum
Archaea;SM1K20;	SM1K20	phylum
Archaea;Thaumarchaeota;	Thaumarchaeota	phylum
Archaea;Thaumarchaeota;AB64A-17;	AB64A-17	class
Archaea;Thaumarchaeota;AK31;	AK31	class
Archaea;Thaumarchaeota;AK56;	AK56	class
Archaea;Thaumarchaeota;AK59;	AK59	class
Archaea;Thaumarchaeota;AK8;	AK8	class
Archaea;Thaumarchaeota;ArcC-u-cD06;	ArcC-u-cD06	class
Archaea;Thaumarchaeota;AS48;	AS48	class
Archaea;Thaumarchaeota;D-F10;	D-F10	class
Archaea;Thaumarchaeota;F9P122000-Arc-2-E02;	F9P122000-Arc-2-E02	class
Archaea;Thaumarchaeota;FS243A-60;	FS243A-60	class
Archaea;Thaumarchaeota;Group C3;	Group C3	class
Archaea;Thaumarchaeota;HDBA-SITS389;	HDBA-SITS389	class
Archaea;Thaumarchaeota;HDBA-SITS413;	HDBA-SITS413	class
Archaea;Thaumarchaeota;Marine Benthic Group A;	Marine Benthic Group A	class
Archaea;Thaumarchaeota;Marine Benthic Group B;	Marine Benthic Group B	class
Archaea;Thaumarchaeota;Marine Group I;	Marine Group I	class
Archaea;Thaumarchaeota;Marine Group I;Cenarchaeales;	Cenarchaeales	order
Archaea;Thaumarchaeota;Marine Group I;Cenarchaeales;Cenarchaeaceae;	Cenarchaeaceae	family
Archaea;Thaumarchaeota;Marine Group I;Cenarchaeales;Cenarchaeaceae;Cenarchaeum;	Cenarchaeum	genus
Archaea;Thaumarchaeota;Marine Group I;Unknown Order;	Unknown Order	order
Archaea;Thaumarchaeota;Marine Group I;Unknown Order;Unknown Family;	Unknown Family	family
Archaea;Thaumarchaeota;Marine Group I;Unknown Order;Unknown Family;Candidatus Nitrosoarchaeum;	Candidatus Nitrosoarchaeum	genus
Archaea;Thaumarchaeota;Marine Group I;Unknown Order;Unknown Family;Candidatus Nitrosopelagicus;	Candidatus Nitrosopelagicus	genus
Archaea;Thaumarchaeota;Marine Group I;Unknown Order;Unknown Family;Candidatus Nitrosopumilus;	Candidatus Nitrosopumilus	genus
Archaea;Thaumarchaeota;OPPD003;	OPPD003	class
Archaea;Thaumarchaeota;Papm3A43;	Papm3A43	class
Archaea;Thaumarchaeota;pMC2A209;	pMC2A209	class
Archaea;Thaumarchaeota;pSL12;	pSL12	class
Archaea;Thaumarchaeota;Sc-EA05;	Sc-EA05	class
Archaea;Thaumarchaeota;SIFC624;	SIFC624	class
Archaea;Thaumarchaeota;SIGW1085;	SIGW1085	class
Archaea;Thaumarchaeota;SIGW396;	SIGW396	class
Archaea;Thaumarchaeota;SIGW621;	SIGW621	class
Archaea;Thaumarchaeota;Soil Crenarchaeotic Group(SCG);	Soil Crenarchaeotic Group(SCG)	class
Archaea;Thaumarchaeota;Soil Crenarchaeotic Group(SCG);Unknown Order;	Unknown Order	order
Archaea;Thaumarchaeota;Soil Crenarchaeotic Group(SCG);Unknown Order;Unknown Family;	Unknown Family	family
Archaea;Thaumarchaeota;Soil Crenarchaeotic Group(SCG);Unknown Order;Unknown Family;Candidatus Nitrososphaera;	Candidatus Nitrososphaera	genus
Archaea;Thaumarchaeota;South African Gold Mine Gp 1(SAGMCG-1);	South African Gold Mine Gp 1(SAGMCG-1)	class
Archaea;Thaumarchaeota;South African Gold Mine Gp 1(SAGMCG-1);Unknown Order;	Unknown Order	order
Archaea;Thaumarchaeota;South African Gold Mine Gp 1(SAGMCG-1);Unknown Order;Unknown Family;	Unknown Family	family
Archaea;Thaumarchaeota;South African Gold Mine Gp 1(SAGMCG-1);Unknown Order;Unknown Family;Candidatus Nitrosotalea;	Candidatus Nitrosotalea	genus
Archaea;Thaumarchaeota;terrestrial group;	terrestrial group	class
Archaea;Thaumarchaeota;Thaumarchaeota Incertae Sedis;	Thaumarchaeota Incertae Sedis	class
Archaea;Thaumarchaeota;Thaumarchaeota Incertae Sedis;Unknown Order;	Unknown Order	order
Archaea;Thaumarchaeota;Thaumarchaeota Incertae Sedis;Unknown Order;Unknown Family;	Unknown Family	family
Archaea;Thaumarchaeota;Thaumarchaeota Incertae Sedis;Unknown Order;Unknown Family;Candidatus Nitrosocaldus;	Candidatus Nitrosocaldus	genus
Archaea;Thaumarchaeota;TOTO-A6-15;	TOTO-A6-15	class
Archaea;Thaumarchaeota;Z273FA48;	Z273FA48	class
Archaea;TVG8AR30;	TVG8AR30	phylum
Archaea;Woesearchaeota (DHVEG-6);	Woesearchaeota (DHVEG-6)	phylum
Bacteria;	Bacteria	domain
Bacteria;Acetothermia;	Acetothermia	phylum
Bacteria;Acetothermia;Unknown Class;	Unknown Class	class
Bacteria;Acetothermia;Unknown Class;Unknown Order;	Unknown Order	order
Bacteria;Acetothermia;Unknown Class;Unknown Order;Unknown Family;	Unknown Family	family
Bacteria;Acetothermia;Unknown Class;Unknown Order;Unknown Family;Candidatus Acetothermus;	Candidatus Acetothermus	genus
Bacteria;Acidobacteria;	Acidobacteria	phylum
Bacteria;Acidobacteria;Acidobacteria;	Acidobacteria	class
Bacteria;Acidobacteria;Acidobacteria;11B-2;	11B-2	order
Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;	Acidobacteriales	order
Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae (Subgroup 1);	Acidobacteriaceae (Subgroup 1)	family
Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae (Subgroup 1);Acidicapsa;	Acidicapsa	genus
Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae (Subgroup 1);Acidobacterium;	Acidobacterium	genus
Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae (Subgroup 1);Bryocella;	Bryocella	genus
Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae (Subgroup 1);Candidatus Koribacter;	Candidatus Koribacter	genus
Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae (Subgroup 1);Edaphobacter;	Edaphobacter	genus
Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae (Subgroup 1);Granulicella;	Granulicella	genus
Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae (Subgroup 1);Telmatobacter;	Telmatobacter	genus
Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae (Subgroup 1);Terriglobus;	Terriglobus	genus
Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae (Subgroup 1);uncultured;	uncultured	genus
Bacteria;Acidobacteria;Acidobacteria;AT-s3-28;	AT-s3-28	order
Bacteria;Acidobacteria;Acidobacteria;d142;	d142	order
Bacteria;Acidobacteria;Acidobacteria;FFCH5909;	FFCH5909	order
Bacteria;Acidobacteria;Acidobacteria;GBS-L1-B05;	GBS-L1-B05	order
Bacteria;Acidobacteria;Acidobacteria;Subgroup 11;	Subgroup 11	order
Bacteria;Acidobacteria;Acidobacteria;Subgroup 12;	Subgroup 12	order
Bacteria;Acidobacteria;Acidobacteria;Subgroup 13;	Subgroup 13	order
Bacteria;Acidobacteria;Acidobacteria;Subgroup 15;	Subgroup 15	order
Bacteria;Acidobacteria;Acidobacteria;Subgroup 17;	Subgroup 17	order
Bacteria;Acidobacteria;Acidobacteria;Subgroup 18;	Subgroup 18	order
Bacteria;Acidobacteria;Acidobacteria;Subgroup 19;	Subgroup 19	order
Bacteria;Acidobacteria;Acidobacteria;Subgroup 20;	Subgroup 20	order
Bacteria;Acidobacteria;Acidobacteria;Subgroup 21;	Subgroup 21	order
Bacteria;Acidobacteria;Acidobacteria;Subgroup 25;	Subgroup 25	order
Bacteria;Acidobacteria;Acidobacteria;Subgroup 2;	Subgroup 2	order
Bacteria;Acidobacteria;Acidobacteria;Subgroup 3;	Subgroup 3	order
Bacteria;Acidobacteria;Acidobacteria;Subgroup 3;AKIW659;	AKIW659	family
Bacteria;Acidobacteria;Acidobacteria;Subgroup 3;AMGG11;	AMGG11	family
Bacteria;Acidobacteria;Acidobacteria;Subgroup 3;B139;	B139	family
Bacteria;Acidobacteria;Acidobacteria;Subgroup 3;Elev-16S-1166;	Elev-16S-1166	family
Bacteria;Acidobacteria;Acidobacteria;Subgroup 3;GOUTB8;	GOUTB8	family
Bacteria;Acidobacteria;Acidobacteria;Subgroup 3;PAUC26f;	PAUC26f	family
Bacteria;Acidobacteria;Acidobacteria;Subgroup 3;SJA-149;	SJA-149	family
Bacteria;Acidobacteria;Acidobacteria;Subgroup 3;uncultured;	uncultured	family
Bacteria;Acidobacteria;Acidobacteria;Subgroup 3;Unknown Family;	Unknown Family	family
Bacteria;Acidobacteria;Acidobacteria;Subgroup 3;Unknown Family;Bryobacter;	Bryobacter	genus
Bacteria;Acidobacteria;Acidobacteria;Subgroup 3;Unknown Family;Candidatus Solibacter;	Candidatus Solibacter	genus
Bacteria;Acidobacteria;Acidobacteria;Subgroup 4;	Subgroup 4	order
Bacteria;Acidobacteria;Acidobacteria;Subgroup 4;11-24;	11-24	family
Bacteria;Acidobacteria;Acidobacteria;Subgroup 4;DS-100;	DS-100	family
Bacteria;Acidobacteria;Acidobacteria;Subgroup 4;Elev-16S-573;	Elev-16S-573	family
Bacteria;Acidobacteria;Acidobacteria;Subgroup 4;RB41;	RB41	family
Bacteria;Acidobacteria;Acidobacteria;Subgroup 4;uncultured;	uncultured	family
Bacteria;Acidobacteria;Acidobacteria;Subgroup 4;Unknown Family;	Unknown Family	family
Bacteria;Acidobacteria;Acidobacteria;Subgroup 4;Unknown Family;Aridibacter;	Aridibacter	genus
Bacteria;Acidobacteria;Acidobacteria;Subgroup 4;Unknown Family;Blastocatella;	Blastocatella	genus
Bacteria;Acidobacteria;Acidobacteria;Subgroup 4;Unknown Family;Candidatus Chloracidobacterium;	Candidatus Chloracidobacterium	genus
Bacteria;Acidobacteria;Acidobacteria;Subgroup 4;Unknown Family;Pyrinomonas;	Pyrinomonas	genus
Bacteria;Acidobacteria;Acidobacteria;Subgroup 5;	Subgroup 5	order
Bacteria;Acidobacteria;Acidobacteria;Subgroup 6;	Subgroup 6	order
Bacteria;Acidobacteria;Acidobacteria;Subgroup 9;	Subgroup 9	order
Bacteria;Acidobacteria;Holophagae;	Holophagae	class
Bacteria;Acidobacteria;Holophagae;Acanthopleuribacterales;	Acanthopleuribacterales	order
Bacteria;Acidobacteria;Holophagae;Acanthopleuribacterales;Acanthopleuribacteraceae;	Acanthopleuribacteraceae	family
Bacteria;Acidobacteria;Holophagae;Acanthopleuribacterales;Acanthopleuribacteraceae;Acanthopleuribacter;	Acanthopleuribacter	genus
Bacteria;Acidobacteria;Holophagae;Acanthopleuribacterales;Acanthopleuribacteraceae;Thermotomaculum;	Thermotomaculum	genus
Bacteria;Acidobacteria;Holophagae;B276-D12;	B276-D12	order
Bacteria;Acidobacteria;Holophagae;BP-U1C-1g10;	BP-U1C-1g10	order
Bacteria;Acidobacteria;Holophagae;Elev-16S-816;	Elev-16S-816	order
Bacteria;Acidobacteria;Holophagae;Holophagae Incertae Sedis;	Holophagae Incertae Sedis	order
Bacteria;Acidobacteria;Holophagae;Holophagae Incertae Sedis;Unknown Family;	Unknown Family	family
Bacteria;Acidobacteria;Holophagae;Holophagae Incertae Sedis;Unknown Family;Thermoanaerobaculum;	Thermoanaerobaculum	genus
Bacteria;Acidobacteria;Holophagae;Holophagales;	Holophagales	order
Bacteria;Acidobacteria;Holophagae;Holophagales;Holophagaceae;	Holophagaceae	family
Bacteria;Acidobacteria;Holophagae;Holophagales;Holophagaceae;Geothrix;	Geothrix	genus
Bacteria;Acidobacteria;Holophagae;Holophagales;Holophagaceae;Holophaga;	Holophaga	genus
Bacteria;Acidobacteria;Holophagae;Holophagales;Holophagaceae;marine group;	marine group	genus
Bacteria;Acidobacteria;Holophagae;Holophagales;Holophagaceae;uncultured;	uncultured	genus
Bacteria;Acidobacteria;Holophagae;Subgroup 10;	Subgroup 10	order
Bacteria;Acidobacteria;Holophagae;Subgroup 10;ABS-19;	ABS-19	family
Bacteria;Acidobacteria;Holophagae;Subgroup 10;CA002;	CA002	family
Bacteria;Acidobacteria;Holophagae;Subgroup 10;NS72;	NS72	family
Bacteria;Acidobacteria;Holophagae;Subgroup 10;Sva0725;	Sva0725	family
Bacteria;Acidobacteria;Holophagae;Subgroup 10;TK85;	TK85	family
Bacteria;Acidobacteria;Holophagae;Subgroup 23;	Subgroup 23	order
Bacteria;Acidobacteria;Holophagae;Subgroup 7;	Subgroup 7	order
Bacteria;Acidobacteria;Holophagae;TPD-58;	TPD-58	order
Bacteria;Acidobacteria;Subgroup 22;	Subgroup 22	class
Bacteria;Acidobacteria;Subgroup 26;	Subgroup 26	class
Bacteria;Actinobacteria;	Actinobacteria	phylum
Bacteria;Actinobacteria;Acidimicrobiia;	Acidimicrobiia	class
Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;	Acidimicrobiales	order
Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;	Acidimicrobiaceae	family
Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;Acidimicrobium;	Acidimicrobium	genus
Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;CL500-29 marine group;	CL500-29 marine group	genus
Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;Ferrimicrobium;	Ferrimicrobium	genus
Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;Ferrithrix;	Ferrithrix	genus
Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;Ilumatobacter;	Ilumatobacter	genus
Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;uncultured;	uncultured	genus
Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiales Incertae Sedis;	Acidimicrobiales Incertae Sedis	family
Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiales Incertae Sedis;Aciditerrimonas;	Aciditerrimonas	genus
Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiales Incertae Sedis;Candidatus Microthrix;	Candidatus Microthrix	genus
Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Iamiaceae;	Iamiaceae	family
Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Iamiaceae;Iamia;	Iamia	genus
Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;OM1 clade;	OM1 clade	family
Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;OM1 clade;Candidatus Actinomarina;	Candidatus Actinomarina	genus
Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Sva0996 marine group;	Sva0996 marine group	family
Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;uncultured;	uncultured	family
Bacteria;Actinobacteria;Actinobacteria;	Actinobacteria	class
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;	Actinomycetales	order
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;	Actinomycetaceae	family
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinobaculum;	Actinobaculum	genus
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces;	Actinomyces	genus
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinotignum;	Actinotignum	genus
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Arcanobacterium;	Arcanobacterium	genus
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Flaviflexus;	Flaviflexus	genus
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Mobiluncus;	Mobiluncus	genus
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Trueperella;	Trueperella	genus
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;uncultured;	uncultured	genus
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Varibaculum;	Varibaculum	genus
Bacteria;Actinobacteria;Actinobacteria;Actinopolysporales;	Actinopolysporales	order
Bacteria;Actinobacteria;Actinobacteria;Actinopolysporales;Actinopolysporaceae;	Actinopolysporaceae	family
Bacteria;Actinobacteria;Actinobacteria;Actinopolysporales;Actinopolysporaceae;Actinopolyspora;	Actinopolyspora	genus
Bacteria;Actinobacteria;Actinobacteria;Actinopolysporales;Actinopolysporaceae;Halopolyspora;	Halopolyspora	genus
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;	Bifidobacteriales	order
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;	Bifidobacteriaceae	family
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Aeriscardovia;	Aeriscardovia	genus
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Alloscardovia;	Alloscardovia	genus
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;	Bifidobacterium	genus
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bombiscardovia;	Bombiscardovia	genus
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Gardnerella;	Gardnerella	genus
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Metascardovia;	Metascardovia	genus
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Parascardovia;	Parascardovia	genus
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Pseudoscardovia;	Pseudoscardovia	genus
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Scardovia;	Scardovia	genus
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;uncultured;	uncultured	genus
Bacteria;Actinobacteria;Actinobacteria;Catenulisporales;	Catenulisporales	order
Bacteria;Actinobacteria;Actinobacteria;Catenulisporales;Actinospicaceae;	Actinospicaceae	family
Bacteria;Actinobacteria;Actinobacteria;Catenulisporales;Actinospicaceae;Actinospica;	Actinospica	genus
Bacteria;Actinobacteria;Actinobacteria;Catenulisporales;Catenulisporaceae;	Catenulisporaceae	family
Bacteria;Actinobacteria;Actinobacteria;Catenulisporales;Catenulisporaceae;Catenulispora;	Catenulispora	genus
Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;	Corynebacteriales	order
Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;AKAU3744;	AKAU3744	family
Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Corynebacteriaceae;	Corynebacteriaceae	family
Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium 1;	Corynebacterium 1	genus
Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;	Corynebacterium	genus
Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Turicella;	Turicella	genus
Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Corynebacteriaceae;uncultured;	uncultured	genus
Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Corynebacteriales Incertae Sedis;	Corynebacteriales Incertae Sedis	family
